 lat, long
42.8052,-73.9195
42.8052,-73.9195
42.8052,-73.9195
42.8052,-73.9195
42.8052,-73.9195
42.8052,-73.9195
42.8052,-73.9195
42.8052,-73.9195
42.8091,-73.8693
42.8099,-73.9975
42.8189,-73.8805
42.8436,-73.941
42.8573,-71.2819
42.8573,-71.2819
42.8573,-71.2819
42.8653,-70.8857
42.8753,-71.1562
42.8787,-73.366
42.9133,-71.0639
42.9387,-74.1882
42.9387,-74.1882
42.963,-71.0639
42.963,-71.0639
43.005,-73.8486
43.0069,-74.3715
43.0081,-74.352
43.0081,-74.352
43.0081,-74.352
43.0708,-73.7408
43.1046,-74.311
43.1323,-75.2201
43.1398,-73.7633
43.1626,-75.4175
43.1828,-73.3327
43.2205,-77.819
43.2205,-77.819
43.2205,-77.819
43.2205,-77.819
43.2205,-77.819
43.2205,-77.819
43.2205,-77.819
43.2205,-77.819
43.3115,-73.6448
43.3115,-73.6448
43.4883,-76.3935
43.4883,-76.3935
43.4883,-76.3935
30.6473,-97.8612
30.6485,-97.8664
30.649,-97.865
31.071,-97.3898
31.071,-97.3898
31.071,-97.3898
31.8048,-106.457
32.2127,-110.883
32.2318,-107.747
32.7093,-114.491
32.8653,-96.9905
32.8653,-96.9905
32.8653,-96.9905
32.8653,-96.9905
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.3917,-111.925
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4542,-111.926
33.4564,-112.128
33.4564,-112.128
33.4564,-112.128
33.4923,-112.341
33.6372,-96.6184
33.6372,-96.6184
33.6372,-96.6184
33.6397,-104.375
33.6811,-112.058
33.6811,-112.058
33.6811,-112.058
33.6811,-112.058
33.6811,-112.058
33.6811,-112.058
33.6975,-101.905
33.745,-96.5496
33.751,-117.92
34.0479,-106.891
34.6102,-106.773
34.6511,-106.695
34.7038,-106.771
34.7806,-106.712
34.7806,-106.712
34.7806,-106.712
34.7806,-106.712
34.7806,-106.712
34.7806,-106.712
34.7806,-106.712
34.7884,-106.666
34.8068,-106.544
34.8129,-105.963
34.8184,-106.761
34.8184,-106.761
34.8184,-106.761
34.8184,-106.761
34.8184,-106.761
34.8184,-106.761
34.8213,-106.74
34.833,-106.737
34.8332,-106.687
34.8519,-106.691
34.8519,-106.691
34.8519,-106.691
34.8519,-106.691
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9693,-106.631
34.9889,-106.061
34.9889,-106.061
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0044,-106.05
35.0197,-106.653
35.024,-106.784
35.027,-106.784
35.0387,-106.682
35.0398,-106.711
35.0398,-106.711
35.0442,-106.557
35.0443,-106.673
35.0487,-107.834
35.0585,-106.878
35.0585,-106.878
35.0585,-106.878
35.0585,-106.878
35.0585,-106.878
35.0585,-106.878
35.0585,-106.878
35.0585,-106.878
35.0585,-106.878
35.0585,-106.878
35.0591,-106.549
35.0618,-106.192
35.0618,-106.192
35.0618,-106.192
35.0618,-106.192
35.0618,-106.192
35.067,-106.592
35.0685,-106.622
35.0685,-106.622
35.0685,-106.622
35.0685,-106.622
35.0685,-106.622
35.0685,-106.622
35.069,-106.683
35.07,-106.669
35.0705,-106.586
35.0712,-106.525
35.0712,-106.525
35.0712,-106.525
35.0712,-106.525
35.0712,-106.525
35.0712,-106.525
35.0712,-106.525
35.0717,-106.509
35.0717,-106.509
35.0717,-106.509
35.0717,-106.509
35.0717,-106.509
35.0717,-106.509
35.0717,-106.509
35.0717,-106.509
35.0717,-106.509
35.0725,-106.538
35.0726,-106.575
35.0726,-106.575
35.0726,-106.575
35.0726,-106.575
35.0726,-106.575
35.0726,-106.575
35.0726,-106.575
35.0726,-106.575
35.0726,-106.575
35.0726,-106.575
35.0726,-106.575
35.073,-106.584
35.0746,-106.553
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0749,-106.555
35.0755,-106.555
35.0757,-106.555
35.0761,-106.52
35.0776,-106.187
35.0776,-106.187
35.0783,-106.563
35.079,-106.617
35.079,-106.617
35.079,-106.617
35.079,-106.617
35.079,-106.617
35.0793,-106.627
35.0818,-106.648
35.0818,-106.648
35.0818,-106.648
35.0865,-106.564
35.0865,-106.564
35.0865,-106.564
35.0865,-106.564
35.0865,-106.564
35.0865,-106.564
35.0865,-106.564
35.0865,-106.564
35.0865,-106.564
35.0865,-106.564
35.0865,-106.564
35.0873,-106.572
35.0873,-106.572
35.0873,-106.564
35.0873,-106.564
35.0873,-106.564
35.0873,-106.564
35.0873,-106.564
35.0873,-106.564
35.0873,-106.564
35.0873,-106.558
35.0873,-106.558
35.0873,-106.558
35.0873,-106.558
35.0873,-106.558
35.0873,-106.558
35.0873,-106.558
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.0877,-106.594
35.088,-106.562
35.088,-106.562
35.088,-106.562
35.088,-106.562
35.088,-106.562
35.088,-106.562
35.088,-106.562
35.0901,-106.642
35.0901,-106.642
35.0901,-106.642
35.091,-106.62
35.0945,-106.604
35.0945,-106.604
35.0945,-106.604
35.0945,-106.533
35.0945,-106.533
35.0945,-106.533
35.0956,-106.711
35.0966,-106.516
35.097,-106.67
35.101,-106.518
35.101,-106.518
35.1026,-106.616
35.1038,-106.671
35.1038,-106.671
35.1068,-106.674
35.1092,-106.615
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.11,-106.62
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1104,-106.578
35.1119,-106.586
35.1234,-106.633
35.1307,-106.516
35.1317,-106.597
35.1329,-106.567
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.643
35.1347,-106.522
35.1347,-106.522
35.1347,-106.522
35.1347,-106.522
35.1347,-106.522
35.1413,-106.657
35.142,-106.297
35.1421,-106.704
35.1421,-106.704
35.1421,-106.704
35.1421,-106.704
35.1421,-106.704
35.1421,-106.704
35.1431,-106.663
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1506,-106.569
35.1548,-106.493
35.1683,-106.324
35.1689,-106.592
35.1759,-106.602
35.1759,-106.602
35.1759,-106.602
35.1787,-106.51
35.18,-106.6
35.18,-106.6
35.18,-106.6
35.18,-106.6
35.1851,-106.585
35.1851,-106.585
35.1851,-106.585
35.1851,-106.585
35.1851,-106.585
35.1851,-106.585
35.1851,-106.585
35.1851,-106.585
35.1851,-106.585
35.1851,-106.585
35.1868,-106.665
35.1868,-106.665
35.1868,-106.665
35.1868,-106.665
35.1868,-106.665
35.1868,-106.665
35.1868,-106.665
35.1868,-106.665
35.1868,-106.665
35.1868,-106.665
35.1868,-106.665
35.1884,-106.672
35.1899,-106.642
35.21,-106.687
35.2339,-106.62
35.2422,-106.732
35.243,-106.73
35.2493,-106.682
35.2493,-106.682
35.2493,-106.682
35.2493,-106.682
35.2493,-106.682
35.2569,-106.697
35.2611,-106.644
35.2677,-106.63
35.2712,-106.649
35.2746,-106.697
35.3092,-106.529
35.3092,-106.529
35.324,-106.71
35.324,-106.71
35.324,-106.71
35.324,-106.71
35.324,-106.71
35.324,-106.71
35.324,-106.71
35.3689,-106.631
35.3976,-108.16
35.4311,-105.941
35.5065,-108.741
35.5335,-105.926
35.6219,-105.869
35.6219,-105.869
35.6219,-105.869
35.6219,-105.869
35.6219,-105.869
35.6479,-106.122
35.8663,-106.268
35.986,-106.032
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
36.0639,-115.022
37.1786,-104.516
38.6213,-105.325
39.8671,-104.923
40.0287,-79.0747
40.155,-78.3533
40.2609,-78.879
40.2609,-78.879
40.2609,-78.879
40.2609,-78.879
40.2609,-78.879
40.2609,-78.879
40.285,-78.8654
40.3823,-79.0968
40.5209,-78.4089
40.5209,-78.4089
40.7551,-78.5344
40.7551,-78.5344
40.7551,-78.5344
40.7551,-78.5344
41.2615,-78.7045
41.2615,-78.7045
36.0476,-95.7533
36.0476,-95.7533
36.0476,-95.7533
36.0476,-95.7533
38.3365,-75.0849
38.6544,-76.1259
38.6864,-76.1538
38.6864,-76.1538
38.6864,-76.1538
38.6864,-76.1538
38.6864,-76.1538
38.6864,-76.1538
38.6864,-76.1538
38.9149,-76.5424
38.9149,-76.5424
38.9394,-76.3371
38.9421,-76.4736
38.9524,-76.491
38.9697,-76.543
38.9699,-76.4908
38.9699,-76.4908
38.9814,-77.4723
38.9871,-76.4715
38.9898,-76.5501
38.9898,-76.5501
38.9898,-76.5501
39.0112,-76.6802
39.0149,-76.5878
39.0398,-76.4453
39.0416,-76.4377
39.131,-76.5627
39.1618,-76.6297
39.1858,-76.6531
39.5129,-76.9095
39.5129,-76.9095
39.5129,-76.9095
39.5129,-76.9095
39.5129,-76.9095
34.0004,-81.0334
34.0004,-81.0334
34.8024,-82.4288
34.8285,-82.3516
34.8285,-82.3516
34.8688,-81.9526
34.8983,-81.9422
34.9563,-82.142
34.9563,-82.142
34.9674,-82.0279
35.0417,-83.7867
35.1416,-82.9358
35.181,-83.3885
35.181,-83.3885
35.181,-83.3885
35.181,-83.3885
35.1906,-83.3685
35.1906,-83.3685
35.2208,-82.7404
35.2208,-82.7404
35.2208,-82.7404
35.2436,-82.6313
35.2599,-82.6695
35.2758,-81.5344
35.2758,-81.5344
35.2758,-81.5344
35.2758,-81.5344
35.2758,-81.5344
35.2758,-81.5344
35.2995,-82.4398
35.2995,-82.4398
35.2995,-82.4398
35.2995,-82.4398
35.2995,-82.4398
35.3119,-81.0306
35.3119,-81.0306
35.3119,-81.0306
35.3119,-81.0306
35.3119,-81.0306
35.3119,-81.0306
35.3119,-81.0306
35.3247,-82.4646
35.3247,-82.4646
35.3247,-82.4646
35.3247,-82.4646
35.3247,-82.4646
35.3247,-82.4646
35.3247,-82.4646
35.3464,-82.525
35.3613,-82.4264
35.3719,-82.4965
35.3939,-83.1915
35.4,-80.59
35.4,-80.59
35.4,-80.59
35.4,-80.59
35.4,-80.59
35.4,-80.59
35.4,-80.59
35.4,-80.59
35.4275,-82.867
35.4637,-82.5354
35.4637,-82.5354
35.4813,-82.5648
35.4813,-82.5648
35.4813,-82.5648
35.4813,-82.5648
35.4813,-82.5648
35.4813,-82.5648
35.4813,-82.5648
35.4813,-82.5648
35.4958,-82.5203
35.5258,-82.3985
35.5271,-82.483
35.5342,-82.4321
35.5342,-82.4321
35.5342,-82.4321
35.5376,-82.7001
35.5376,-82.7001
35.5376,-82.7001
35.5376,-82.7001
35.5376,-82.7001
35.5376,-82.7001
35.5376,-82.7001
35.5393,-82.518
35.5502,-83.0205
35.5739,-82.5458
35.5778,-82.5278
35.5808,-82.6078
35.5808,-82.6078
35.5808,-82.6078
35.5808,-82.6078
35.5878,-82.4761
35.5971,-82.5565
35.5971,-82.5565
35.6169,-82.1686
35.6169,-82.1686
35.6172,-82.407
35.6172,-82.407
35.6172,-82.407
35.6454,-82.682
35.6732,-81.9056
35.6819,-82.018
35.6917,-82.4975
35.6935,-82.0237
35.6935,-82.0237
35.6966,-81.9891
35.7046,-82.5684
35.8061,-82.6685
35.8065,-82.6682
35.8072,-82.6683
35.8075,-82.6702
35.8076,-82.6683
35.8456,-82.5481
35.866,-83.4793
35.866,-83.4793
35.866,-83.4793
35.866,-83.4793
35.8829,-82.6738
35.906,-82.0705
35.9174,-82.8458
35.9233,-84.0607
35.9233,-84.0607
35.9233,-84.0607
35.9298,-82.0324
35.9903,-82.161
36.0869,-84.1897
41.6198,-80.607
41.6338,-80.1488
41.7732,-81.1666
41.7732,-81.1666
41.7732,-81.1666
41.7732,-81.1666
41.7732,-81.1666
41.7732,-81.1666
41.7732,-81.1666
41.7732,-81.1666
41.7732,-81.1666
41.7732,-81.1666
41.7732,-81.1666
41.7792,-81.1517
41.8573,-80.7787
41.8762,-80.7591
41.8762,-80.7591
41.8762,-80.7591
41.8762,-80.7591
41.8762,-80.7591
41.9345,-80.5803
42.0407,-80.2395
29.6577,-81.6595
33.3696,-84.8194
33.3696,-84.8194
33.6345,-83.0879
33.6692,-84.4399
33.6692,-84.4399
33.6692,-84.4399
33.6692,-84.4399
33.6692,-84.4399
33.6692,-84.4399
33.6954,-84.2489
33.6954,-84.2489
33.7115,-78.9096
33.7115,-78.9096
33.7613,-83.595
33.7883,-83.7013
33.8081,-83.4777
33.8386,-83.7104
33.8386,-83.7104
33.8542,-83.408
33.9088,-83.4062
33.9233,-83.5479
33.9321,-83.3525
33.934,-83.5055
33.9461,-83.418
33.9461,-83.418
33.9461,-83.418
33.9462,-83.376
33.9464,-83.4268
33.9464,-83.4268
33.9584,-83.5085
33.9584,-83.3759
33.9602,-83.5893
33.9602,-83.5893
33.961,-83.378
33.961,-83.378
33.9921,-83.7251
33.9985,-83.7115
33.9985,-83.7115
33.9985,-83.7115
33.9985,-83.7115
33.9985,-83.7115
33.9985,-83.7115
33.9985,-83.7115
34.007,-83.4278
34.0578,-83.2934
34.0768,-82.9005
34.0888,-83.122
34.0888,-83.122
34.0888,-83.122
34.1062,-83.5708
34.1062,-83.5708
34.1082,-82.8448
34.109,-83.8143
34.1389,-83.7812
34.1389,-83.7812
34.1389,-83.7812
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.1396,-83.9712
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2134,-83.448
34.2321,-84.158
34.3289,-83.1295
34.4332,-83.108
34.4574,-83.476
34.5665,-83.3114
34.645,-83.5243
34.7375,-86.6539
34.7375,-86.6539
34.7378,-86.6509
34.7378,-86.6509
34.7378,-86.6509
34.7378,-86.6509
34.7378,-86.6509
34.7378,-86.6509
34.8024,-82.4288
34.8024,-82.4288
34.8024,-82.4288
34.8024,-82.4288
34.8024,-82.4288
34.8024,-82.4288
